code,marketref,dem,demCGV,demBMR,demreg,lp_bl,ls_bl,lh_bl,tropicar,distcr,distc,distr,ginv,polity,polity2,landlock,yellow,oilres,goldm,iron,silv,zinc,mortality,imputedmort,logem4,excolony,lt100km,democ1,democ00a,cons00a,currentinst,imr95,leb95,malfal,uvdamage,suitavg,pdiv,pdiv_aa,pdivhmi,pdivhmi_aa,pd1,pd1000,pd1500,pd1500.1,pop1,pop1000,pop1500,legor_uk,legor_fr,temp,elevavg,elevstd,kgatr,precip,suitgini,area,abslat,cenlong,area_ar,rough,ln_yst,ln_yst_aa,africa,europe,asia,oceania,americas,pprotest,pcatholic,pmuslim,pother,population_initial,population_now,gdp_pc_initial,gdp_pc_now,capital_growth_pct_gdp_initial,capital_growth_pct_gdp_now,gdp_initial,gdp_now,investment_rate,gdp_growth,pop_growth,lgdp_initial,lpop_initial,AIRDIST,AVELF,BRIT,BUDDHA,CIV72,CONFUC,DENS60,DENS65C,DENS65I,DPOP6090,EAST,ECORG,ENGFRAC,FERTLDC1,GDE1,GDPCH60L,GEEREC1,GGCFD3,GOVNOM1,GOVSH61,GVR61,H60,HERF00,HINDU00,IPRICE1,LAAM,LIFE060,LT100CR,MALFAL66,MINING,NEWSTATE,OIL,OPENDEC1,ORTH00,OTHFRAC,P60,PI6090,POP1560,POP60,POP6560,PRIEXP70,PRIGHTS,RERD,REVCOUP,SCOUT,SIZE60,SOCIALIST,SPAIN,SQPI6090,TOT1DEC1,TOTIND,TROPPOP,WARTIME,WARTORN,YRSOPEN,ZTROPICS
TCD,0.0,0.0,0.0,0.0,0.032258064,,,,1.0,1275.02,1319.58,1494.51,16.092623,-9.0,-9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,280.0,5.634789,,,0.0,0.0,1.0,184.0,,,0.9876782,276.11298,0.15,0.75461566,0.75420386,0.7519438,0.75124294,0.20958605,0.41917208,0.62875813,0.62875813,263910.75,527821.5,791732.25,0.0,1.0,26.62618,0.5208452,0.2814833,0.0651321,29.65556,0.71868,1259200.0,15.0,19.0,35257.598,0.05490922,7.901007,7.9041133,1.0,0.0,0.0,0.0,0.0,11.6,21.0,44.0,23.4,3643608.0,16425859.0,634.77744563406,782.958993436058,16.0926226734141,22.4471364686759,2312880179.13182,12860774028.9626,18.77688673154499,0.0042049333346398,0.0305757732741351,6.453274458144021,15.108484957481076,4550,0.66620034,0.0,0.0,0,0,410.9661,0,2.647713,0.02024628,0.0,5,0,1.793591142,0.007,6.628041376,0.0114,.,0.229,0.252,0.2336,0,0.5392,0,218.41,0.0,34.9,0,.,0,2.0,0.0,0.456,0.0,0.30000001,0.17,5.073336015,0.396299988,3064,0.036879901,0.952,6.56,142,0.67,0,14.65551791,0,0.0,25.73873832,0.006453857,0.124137931,1,0.84,1,0,0.2969299
TGO,0.0,0.0,0.0,0.0,0.032258064,9.1,0.9,0.1,1.0,261.366,261.865,674.553,15.0997305,-7.0,-7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,668.0,668.0,6.504288,,0.16769,0.0,0.0,1.0,156.0,83.9,48.84,1.0,260.17865,0.63,0.74302006,0.7425411,0.7299286,0.7293581,1.1814605,2.7567413,4.3320217,4.3320217,64259.637,149939.16,235618.66,0.0,1.0,27.450003,0.23146287,0.1206627,0.685254,94.52829,0.08862,54390.0,8.0,1.166667,25100.986,0.06412072,8.039157,8.056078,1.0,0.0,0.0,0.0,0.0,6.1,29.3,17.0,47.6,2115522.0,8278737.0,621.806262284805,692.506541044045,15.0997301324821,23.6126095048137,1315444827.60128,5733079524.08335,19.93231765941117,0.0021561033506096,0.0276634977211833,6.432628568794275,14.564812148520945,5120,0.72848684,0.0,0.0,0.333333343,0,35.9247,74.31586,20.96762,0.02799285,0.0,1,0,1.871802211,0.008,5.905361848,0.019300001,0.07,0.29,0.26,0.229699999,0,0.907938,0,86.5,0.0,39.5,0.16,1,0.09,2.0,0.0,0.7905,0.0,0,0.44,4.595247951,0.425300002,1514,0.035667099,0.944,6.67,141,0.16,1,13.22787228,0,0.0,21.11630373,0.069314711,0.131034483,0.5758,0,0,0,0.9485388
THA,26.562504,0.0,0.0,0.0,0.0,60.4,4.4,1.1,1.0,214.576,216.62,360.052,25.576664,2.0,2.0,0.0,0.0,4260.0,0.0,0.0,0.0,0.0,,140.0,4.941642,0.0,,,,,18.0,,,0.4175675,251.1702,0.34,0.7008131,0.70052594,0.69486773,0.69646066,0.97868425,1.9573685,3.914737,3.914737,500000.0,1000000.0,2000000.0,1.0,0.0,26.140882,0.29034156,0.2163181,0.9675045,152.34056,0.2089,510890.0,15.0,100.0,158631.34,0.16129906,8.612503,8.697846,0.0,0.0,1.0,0.0,0.0,0.2,0.4,3.9,95.5,36884525.0,69799978.0,929.093711235066,6094.43287260034,25.5976934382554,23.85516774129,34269180219.3926,425391280429.981,26.737475787725,0.0383349573727873,0.0128385476545018,6.834209606961208,17.42330264435399,4620,0.3569488,0.0,0.949999988,0.333333343,0,19.3578,86.4634,50.05057,0.02566693,1.0,3,0,1.709102273,0.025,6.849066283,0.018100001,0.03,0.12,0.12,0.078899999,0.02,0.82902,0.001,52.81,0.0,52.7,0.28,0.57876,0.02,0.0,0.0,0.386,0.0,0.023,0.83,5.191055142,0.456099987,26392,0.027470401,0.92,3.94,75,0.44,0,17.0298825,0,0.0,26.94705349,-0.011506937,0.075862069,0.6276,0.04,1,1,0.5939589
TJK,0.0,0.0,0.0,0.0,0.037037037,28.683954,35.79422,6.605248,0.0,1548.18,1548.71,1970.86,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,141.0,,,0.0,195.43741,0.18,0.728902,0.72914094,0.72629035,0.7267498,0.3819914,0.63665235,0.89131325,0.89131325,53463.516,89105.86,124748.2,0.0,0.0,4.6015754,2.6740725,1.4474161,0.0,47.809425,0.70698,139960.0,39.0,71.0,9293.344,0.5454579,8.853665,8.8454895,0.0,0.0,1.0,0.0,0.0,0.0,0.0,85.0,15.0,2930108.0,9537642.0,,1147.07849788532,,24.7614070598918,,10940424058.7279,24.10071749312285,,0.0238849226254402,,14.890549840382194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TKM,0.0,0.0,0.0,0.0,0.037037037,,,,0.0,1348.13,1348.13,2272.96,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,145.1304,0.06,0.73577577,0.73579264,0.73515,0.735448,0.3819914,0.63665235,0.89131325,0.89131325,179509.22,299182.03,418854.84,0.0,0.0,15.21257,0.2501217,0.2437229,0.0,13.998334,0.5464,469930.0,40.0,60.0,18515.242,0.08053107,8.987197,8.969224,0.0,0.0,1.0,0.0,0.0,0.0,0.0,87.0,13.0,2195165.0,6031187.0,,,,,,,36.25293138673448,,0.0204194135320998,,14.601767772509048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TON,0.0,0.0,0.0,0.0,0.0,44.817787,41.339012,2.2256126,,,,,,,,,,,,,,,,,,,,,,,,,,,243.7457,,0.62544435,,,,,4.0,8.0,8.0,,2880.0,5760.0,1.0,0.0,,,,,,,720.0,20.0,-175.0,149.976,,,,0.0,0.0,0.0,1.0,0.0,61.9,17.9,0.0,20.2,84344.0,105697.0,,,,,,,24.07646083229664,,0.0045236577069431,,11.342658953256786,.,.,1.0,0.0,0.833333313,.,.,.,.,.,1.0,.,.,1.867948651,.,.,.,.,.,.,.,.,0.69705,0,.,0.0,.,.,.,.,2.0,0.0,.,0.0,.,.,9.6048,.,.,.,0.989,.,.,.,.,.,.,0.0,92.25218304,.,.,.,.,.,.,.
TTO,16.666666,1.0,1.0,1.0,0.875,73.2,14.0,1.2,1.0,7.95231,7.79704,75.7493,25.8563,8.0,8.0,0.0,1.0,442000.0,0.0,0.0,0.0,0.0,85.0,85.0,4.442651000000001,1.0,1.0,8.0,0.0,1.0,69.0,14.5,73.8,0.0,259.69073,0.0,0.6060929,0.7325545,,,0.44332135,0.88664275,1.329964,1.329964,2274.2385,4548.4775,6822.7153,1.0,0.0,26.044167,0.11465,0.02054538,1.0,153.07729,,5130.0,11.0,-61.0,750.006,0.3073,7.6009026,8.657596,0.0,0.0,0.0,0.0,1.0,13.2,35.8,6.5,44.5,945357.0,1399491.0,5726.73639859361,13707.6165455822,,,5413810341.56526,19183685986.9933,,0.0176093649319997,0.0078768855944386,8.652901083500357,13.7593179129136,3600,0.23126984,1.0,0.0,0.666666687,0,6.0854,174.6589,0,0.01398711,0.0,3,0.93,1.316944242,0.004,8.635331719,0.020400001,0.07,0.12,0.05,0.023599999,0.01,0.316388,0.252,83.47,1.0,63.9,1,0,0.16,2.0,0.0,0.871,0.0,0.036,0.88,8.567598276,0.430500001,843,0.039145902,0.869,1.56,96,0.05,0,15.37229868,0,0.0,73.40374022,0.009097189,0.082758621,0,0,0,0,0
TUN,4.7619047,0.0,0.0,0.0,0.0,8.3108425,4.60413,0.9519295,0.0,108.772,108.762,1191.08,21.148756,-8.0,-8.0,0.0,0.0,198000.0,0.0,0.0,0.0,0.0,63.0,,4.143135,,0.479655,0.0,0.0,1.0,50.0,30.3,69.5,0.0,171.08812,0.18,0.7424626,0.7424626,0.73862994,0.73862994,5.1493306,6.436663,5.1493306,5.1493306,800000.0,1000000.0,800000.0,0.0,1.0,19.403837,0.22150274,0.21638541,0.0,25.27069,0.73555,155360.0,34.0,9.0,28632.848,0.09052225,8.411833,8.411833,1.0,0.0,0.0,0.0,0.0,0.0,0.1,99.4,0.5,5063805.0,11818618.0,1253.3838297480802,3983.94278478118,21.148755955532,,6346891303.99746,47084697907.185,25.27006462268848,0.0233980381709364,0.0170956442827736,7.13360223659684,15.437628734955728,1740,0.0702522,0.0,0.0,0.333333343,0,36.8064,51.07906,10.18829,0.02237227,0.0,4,0,1.868874788,0.018999999,7.003974137,0.036899999,0.06,0.18,0.17,0.115100002,0.01,0.773602,0,110.44,0.0,48.6,0.47,0,0.08,2.0,0.0,0.5205,0.0,0.986,0.66,5.493856035,0.433699995,4221,0.041696299,0.808,5.61,104,0,0,15.35180148,0,0.0,30.18245414,0.043078288,0.379310345,0,0,0,0.13,0
TUR,1.7857144,1.0,1.0,1.0,0.0,30.728817,6.085606,1.3257521,0.0,160.468,160.191,675.964,14.690585,8.0,8.0,0.0,0.0,7970.0,0.0,0.0,0.0,0.0,,,,,,,,,71.0,,,0.0,139.25563,0.63,0.7473363,0.7464044,0.74845535,0.7470422,7.7959538,9.420111,8.120786,8.120786,6000000.0,7250000.0,6250000.5,0.0,1.0,11.697257,0.9744513,0.6020645,0.0,53.13407,0.19859,769630.0,39.0,34.911545,238277.44,0.32902655,9.2103405,9.173469,0.0,0.0,1.0,0.0,0.0,0.0,0.1,99.2,0.7,34876296.0,84339067.0,4221.0216682846,15225.6146040092,14.7073791348601,31.766492857794,147213601125.507,1284114130203.71,21.024581792460165,0.025990040526729,0.0178176289885014,8.347832479217463,17.367317958705662,2520,0.16356839,0.0,0.0,0.5,0,27.9774,56.84623,30.27788,0.02430635,0.0,3,0,1.670721173,0.050000001,7.391415235,0.026799999,0.09,0.14,0.11,0.0322,0.03,0.631418,0,44.48,0.0,50.5,0.39,0,0.02,1.0,0.0,0.156,0.176,0.014,0.75,23.5267086,0.412,27509,0.035333902,0.911,3.33,99,0.31,0,17.61368374,0,0.0,553.5060173,-0.038899999,0.193103448,0,0.08,1,0.13,0
TWN,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TZA,5.3789935,0.0,0.0,0.0,0.032258064,33.211838,0.7502539,0.20370243,1.0,477.395,477.478,1892.58,,-6.0,-6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,145.0,,5.634789,1.0,0.088189,0.0,0.0,1.0,134.0,81.5,47.92,1.0,279.3561,0.49,0.76099676,0.76099676,0.7630588,0.7630588,0.11317466,0.9053973,1.9805566,1.9805566,100250.12,802000.94,1754377.0,1.0,0.0,22.456844,0.97550833,0.4366066,0.841002,86.05462,0.30011,885800.0,6.0,35.0,40126.742,0.16274501,7.824046,7.824046,1.0,0.0,0.0,0.0,0.0,11.2,28.2,32.5,28.1,13535487.0,59734213.0,,976.156625437215,,41.0182253542331,,56593929840.2031,28.251914290561007,,0.030136997524653,,16.420825461173788,7340,0.89024691,1.0,0.0,0.166666672,0,88.1299,25.41653,12.16442,0.03354528,0.0,0,0,1.865009904,0.018999999,5.765191103,0.0265,0.08,0.13,0.27,0.219500001,0,0.824286,0.001,107.24,0.0,40.6,0.09,0.98,0,2.0,0.0,0.5535,0.0,0,0.25,13.49583138,0.458900005,10026,0.0286256,0.872,6,216,0.05,0,14.9781281,0,0.0,182.1374646,0,0.262068966,0.8399,0.08,1,0,0.072123
UAE,,,,,0.0,4.1784787,13.0634,5.1573205,0.5117302,102.625,101.119,2384.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGA,5.357143,0.0,0.0,0.0,0.032258064,26.5,1.5,0.1,1.0,969.328,969.334,2252.81,14.004668,-7.0,-7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,280.0,,5.634789,,0.0,7.0,0.0,1.0,120.0,107.0,39.64,1.0,290.65195,0.37,0.7652915,0.7652915,0.76926196,0.76926196,0.50735664,4.058853,7.61035,7.61035,99999.99,799999.94,1500000.0,1.0,0.0,22.423065,1.1771532,0.20191051,0.973444,98.10684,0.35639,197100.0,1.0,33.0,50595.57,0.1922007,8.160519,8.160519,1.0,0.0,0.0,0.0,0.0,1.9,49.6,6.6,41.9,9405606.0,45741000.0,,958.192698225771,14.0046682227409,25.202379523358,,43828692209.545,15.772655114717292,,0.0321394492070126,,16.0568164524533,6220,0.8357907,1.0,0.0,0,0,30.4252,0,40.30553,0.03483751,0.0,3,0,1.932245731,0.003,6.393590754,0.018999999,0.01,0.12,0.19,0.170000001,0,0.834488,0,170.59,0.0,43.2,0,0.86,0,2.0,0.0,0.202,0.0,0,0.49,35.26621877,0.466899991,6562,0.0263639,0.996,5.78,155,0.43,1,15.18264147,0,0.0,1243.706186,-0.004167274,0.172413793,1,0.28,1,0.16,0.1427699
UKR,0.0,0.0,0.0,0.0,0.037037037,45.403706,36.85012,5.6318145,0.0,74.5367,343.38,100.476,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,137.0,,,0.0,81.93313,0.65,0.73841774,0.73744464,0.73618376,0.7366992,0.4192872,0.8385744,2.5157232,2.5157232,242914.05,485828.1,1457484.2,0.0,0.0,8.212998,0.18302155,0.13573171,0.0,46.706264,0.20861,579350.0,49.0,32.0,325652.62,0.0538808,8.779557,8.73456,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,47088862.0,44134693.0,,3115.86076570536,,7.51116687195495,,130072807270.765,23.204470532729893,,-0.0012949675041448,,17.66754705543802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
URY,50.0,1.0,1.0,1.0,0.875,68.463394,14.814496,5.4063535,0.0,120.051,176.019,262.823,3.3959959,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,,4.2626800000000005,,0.312329,1.0,1.0,1.0,89.0,17.5,73.93,0.0,166.87491,0.96,0.57213736,0.7244862,0.563519,0.70822906,,,0.10303224,0.10303224,,,18032.703,0.0,1.0,17.749123,0.09689074,0.06068036,0.0,102.09293,0.04298,175020.0,33.0,-56.0,13721.568,0.03554249,8.188689,8.874932,0.0,0.0,0.0,0.0,1.0,1.9,59.5,0.0,38.6,2809799.0,3473727.0,5670.61878768546,13430.7189086341,3.39622641509434,16.997974793989197,15933298999.0198,46654650902.3328,17.283336729781162,0.0173944780442365,0.004251313912654,8.643053524397748,14.848623508502408,8560,0.06666667,0.0,0.0,0.5,0,68.8771,35.73729,6.170832,0.00672159,0.0,3,0,1.065400124,0.014,8.286017468,0.0241,0.02,0.15,0.09,0.0549,0.08,0.513184,0,125.23,1.0,67.3,0.49,0,0,0.0,0.0,0.2765,0.0,1,1,44.13368305,0.278499991,2538,0.081166297,0.796,4.22,92,0,0,16.12514912,0,1.0,1947.781979,-0.034032583,0.668965517,0,0,0,0.11,0
USA,73.370575,1.0,1.0,1.0,0.95454544,17.785593,59.314404,21.3,0.0015154254,446.154,761.913,1280.49,18.013271,10.0,10.0,0.0,1.0,95700.0,11.0,6.0,11.0,13.0,15.0,,2.70805,,0.111732,7.0,10.0,7.0,4.0,7.1,76.7,0.0,131.59421,0.32,0.6316557,0.7203445,0.65274227,0.71181,0.02183654,0.04367308,0.08734616,0.08734616,200064.62,400129.25,800258.5,1.0,0.0,6.528523,0.6223872,0.66647637,0.0012686,61.318523,0.58847,9161920.0,38.0,-98.5795,1760921.0,0.15385102,8.160519,8.6886425,0.0,0.0,0.0,0.0,1.0,43.6,30.0,0.8,25.6,205052000.0,329484123.0,23207.2199371855,53748.9714326683,21.4147356338331,,4758686862559.77,17709432714644.8,22.00879639417974,0.0169390884651596,0.0095304191889009,10.052218713429452,19.138774163473386,140,0.20903141,1.0,0.0,1,0,50.695,71.91255,14.83697,0.01101123,0.0,5,0.89,0.858237803,0.088,9.199784858,0.0383,0.03,0.21,0.16,0.0317,0.32,0.53531,0,84.59,0.0,69.8,0.26,0,0.02,0.0,0.0,0.1155,0.007,0.089,1,4.949021976,0.310400009,180671,0.092311397,0.298,1,90,0,0,21.30421783,0,0.0,24.49281852,-0.019166112,0.075862069,0,0.32,1,1,0.0009406
UZB,0.0,0.0,0.0,0.0,0.037037037,,,,0.0,1719.54,1719.46,2384.25,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,154.0,,,0.0,135.22223,0.13,0.7283424,0.72844017,0.72576773,0.72646624,0.3819914,0.63665235,0.89131325,0.89131325,162499.14,270831.9,379164.66,0.0,0.0,12.290272,0.48232582,0.56308424,0.0,20.286718,0.60546,425400.0,41.0,63.84911,44752.082,0.16333559,8.779557,8.763662,0.0,0.0,1.0,0.0,0.0,0.0,0.0,88.0,12.0,12080311.0,34232050.0,,2457.40067512568,,37.46312478867471,,84121862780.9361,26.50925358893343,,0.0210502026484273,,16.30708749517266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCT,54.54545,,,,0.8888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.45294,,0.6076565,,,,0.44332135,0.88664275,1.329964,1.329964,172.89532,345.79068,518.686,1.0,0.0,25.790277,0.22283335,,,166.31805,,390.0,13.25,-61.2,70.005005,0.6091666,,,0.0,0.0,0.0,0.0,1.0,40.7,19.4,0.0,39.9,90501.0,110947.0,1828.40529239345,6654.14461365989,,,165472507.3669,738257382.451724,,0.0261725551076534,0.0040821435310465,7.511199441002432,11.413116179350729,.,0,1.0,0.0,0.833333313,.,.,.,.,.,0.0,5,1,1.759580612,.,.,.,.,.,.,.,.,0.884342,0,.,1.0,59.80000844,.,.,.,2.0,0.0,.,0.0,0,.,.,.,.,.,0.984,1.83,.,.,.,.,.,0.0,.,.,0,.,.,.,.,.
VEN,38.145073,1.0,1.0,1.0,0.875,39.2,11.1,2.6,1.0,127.57,322.41,172.771,32.887028,9.0,9.0,0.0,1.0,3040000.0,0.0,2.0,0.0,0.0,78.1,,4.35799,,0.244409,1.0,1.0,3.0,180.0,20.9,72.41,0.0022341,263.76373,0.35,0.6085683,0.6924786,0.593231,0.67655474,0.22674452,0.34011677,0.45348904,0.45348904,200000.0,300000.0,400000.0,0.0,1.0,25.418005,0.41731933,0.3995075,0.8022332,160.79886,0.42281,882050.0,8.0,-66.0,25932.27,0.20177035,8.242756,8.618388,0.0,0.0,0.0,0.0,1.0,1.0,94.8,0.0,4.2,11396396.0,28435943.0,14570.0970339218,,36.5499279192696,,166046595556.999,,26.467288473902386,,0.0184553691724909,9.586726559010712,16.24880772303095,3530,0.0525,0.0,0.0,0.833333313,0,117.5753,29.15127,4.215568,0.03261863,0.0,3,0,1.692491531,0.018999999,8.75431854,0.017999999,0.04,0.08,0.08,0.043000001,0.04,0.867942,0,98.62,1.0,59.8,0.56,0.09504,0.11,0.0,1.0,0.423,0.0,0.96899998,1,9.988426922,0.461,7502,0.024393501,0.985,1.22,109,0.32,1,17.67724347,0,1.0,99.76867237,0.111923158,0.35862069,0.455,0,0,0.31,0.4942922
VNM,0.0,0.0,,0.0,0.0,44.779137,15.047659,0.8246072,1.0,79.9946,109.805,217.74,,,,0.0,1.0,7140.0,0.0,0.0,0.0,0.0,140.0,,4.941642,1.0,0.570282,0.0,0.0,1.0,99.0,38.2,67.39,0.7154578,236.22765,0.39,0.6887641,0.6890141,0.70281607,0.7029018,1.2289164,2.4578328,6.144582,6.144582,382266.75,764533.5,1911333.6,0.0,0.0,24.379883,0.38298598,0.3816202,0.5145063,150.34839,0.2444,311060.0,16.0,107.833336,59256.926,0.1882012,8.699514,8.711937,0.0,0.0,1.0,0.0,0.0,0.2,3.9,1.0,94.9,43404802.0,97338583.0,,2123.45605979749,,26.6617883427126,,206694203923.45105,27.119854637255028,,0.016283664304997,,17.5860806381112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VUT,,,,,0.6666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.11142,,0.6387452,,,,0.71428573,1.2755102,1.5306122,1.5306122,8707.143,15548.47,18658.164,1.0,0.0,24.093876,0.26408938,,,238.83543,,12190.0,16.0,167.0,199.916,0.6504644,,,0.0,0.0,0.0,1.0,0.0,54.6,16.9,0.0,28.5,85374.0,307150.0,,2539.5730087890697,,34.0853012948495,,780029849.649562,25.641028344500597,,0.0259365394588648,,11.354796883773746,.,.,0.0,0.0,0.666666687,0,.,.,.,.,1.0,.,.,.,.,.,.,.,.,.,.,.,0.519882,0,.,0.0,.,.,.,.,2.0,0.0,.,0.0,.,.,7.84,.,.,.,.,.,.,.,.,.,.,0.0,61.4656,.,0,.,.,.,.,.
WSM,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.00833,,0.62420124,,,,,4.0,8.0,8.0,,11320.0,22640.0,1.0,0.0,,,,,,,2830.0,13.583333,-172.17831,590.055,,,,0.0,0.0,0.0,1.0,0.0,76.3,21.3,0.0,2.4,143146.0,198410.0,,3738.2668092598296,,,,741709517.625244,,,0.0065507732367391,,11.871620367418426,.,.,0.0,0.0,0.833333313,0,.,.,.,.,1.0,.,.,1.892810702,.,.,.,.,.,.,.,.,.,.,.,0.0,.,.,.,.,2.0,0.0,.,0.0,.,.,10.92,.,.,.,0.926,.,.,.,.,.,.,0.0,119.2464,.,0,.,.,.,.,.
YEM,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,140.977,141.356,1917.82,,,,0.0,0.0,309000.0,0.0,0.0,0.0,0.0,,,,1.0,,,,,118.0,,,0.9609532,283.6985,0.01,0.7398316,0.740315,0.73957986,0.7401297,1.894047,4.2616057,4.2616057,4.2616057,1000000.0,2250000.0,2250000.0,0.0,1.0,25.896824,0.7446708,0.6017211,0.0,13.635192,0.71154,527970.0,15.0,47.5,15469.521,0.21605247,8.935904,8.9250555,0.0,0.0,1.0,0.0,0.0,0.1,0.0,99.5,0.4,6193379.0,29825968.0,,,,,,,,,0.0319373647077307,,15.638991376174587,5370,0.01669136,0.0,0.0,0.5,0,130.718,.,.,0.02720872,0.0,3,0,1.912796497,.,.,.,0.03,.,.,0.176800001,0,0.97045,0,.,0.0,37.4,0.38,0.72048,0.01,3.0,0.0,0.472,0.0,0.90399998,0.08,12.8,.,4039,0.031938601,1,5.44,131,0.52,0,.,0,0.0,163.84,-0.054200001,0.179310345,0.6074,0,1,1,0
YUG,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,0.0,,,,,,,,0.0,110.02555,,0.74023026,0.74012834,0.72771335,0.72791934,5.8895125,6.871098,8.83427,8.83427,601749.2,702040.7,902623.8,0.0,0.0,10.194462,0.50381875,0.356862,0.0,69.99434,0.31104,102173.0,44.0,21.0,34115.562,0.21858251,8.922658,8.920176,0.0,1.0,0.0,0.0,0.0,1.0,4.0,19.0,76.0,,,,,,,,,,,,,,1380,0.27777778,0.0,0.0,0.166666672,0,5.5429,.,.,0.00881722,0.0,1,0,0.895679772,0.067000002,7.560601163,.,0.18,0.22,0.26,0.107100002,0.09,0.761084,0,133.41,0.0,63.3,0.63,0,0.03,1.0,0.0,0.437,0.459,0,1,39.4256377,0.304899991,18402,0.063199699,0.403,5.89,.,0,.,17.3808158,1,0.0,1554.380908,-0.0092,0.517241379,0,.,0,0,0
ZAF,1.7857144,0.0,0.0,0.0,0.032258064,26.7,27.400002,3.7,0.037754312,306.891,317.134,1020.64,27.620983,4.0,4.0,0.0,0.0,0.0,47.0,4.0,0.0,2.0,,,2.74084,1.0,0.19633,3.0,3.0,3.0,39.0,59.2,54.73,0.022699,213.8803,0.24,0.7410831,0.7380791,0.7380622,0.73516965,0.07923805,0.23771414,0.47542828,0.47542828,96232.234,288696.7,577393.4,1.0,0.0,17.95819,0.90969104,0.4457167,0.0058302,41.36189,0.54436,1214470.0,29.0,26.0,147558.1,0.13985354,7.4383836,7.933994,1.0,0.0,0.0,0.0,0.0,39.0,10.4,1.3,49.3,22069783.0,59308690.0,6244.08135790662,6748.234354649279,28.5573122529644,12.4264038441921,137805520603.344,400228939387.244,22.21141659270316,0.0015541436561601,0.0199676682584957,8.739389311324079,16.909719945832972,8930,0.83098177,1.0,0.0,0.333333313,0,70.1908,30.37214,12.78999,0.02354366,0.0,3,0.09,1.742218971,0.017000001,7.69211334,0.026573999,0.11,0.12,0.16,0.116426,0.03,0.482688,0.01,85.17,0.0,49.2,0.2,0,0.11,0.0,0.0,0.51,0.0,0,0.89,9.72576489,0.400900006,17396,0.038629599,0.528,4.78,72,0.04,1,17.45610891,0,0.0,94.59050271,-0.017719675,0.082758621,0,0.44,1,0.09,0.002942
ZAR,,0.0,0.0,0.0,0.032258064,18.096453,1.6507177,0.031117672,1.0,1115.39,1164.33,1248.28,14.922257,-9.0,-9.0,0.0,1.0,4540.0,0.0,0.0,0.0,3.0,240.0,,5.480639,1.0,0.003987,0.0,0.0,1.0,,90.2,50.79,1.0,263.47943,0.13,0.7517396,0.75200284,0.7444247,0.74502313,0.19119325,0.764773,1.529546,1.529546,433444.66,1733778.6,3467557.2,0.0,1.0,23.84818,0.7223584,0.3188622,0.882336,125.76662,0.63037,2267050.0,1.0,25.0,67104.68,0.08373716,8.006368,8.024371,1.0,0.0,0.0,0.0,0.0,29.0,48.4,1.4,21.2,,,,,,,,,,,,,,6420,0.87225288,0.0,0.0,0.166666672,0,148.0764,30.75152,7.652775,0.02778447,0.0,3,0,1.796912909,0.024,6.192362489,0.027000001,0.04,0.12,0.2,0.152999999,0,0.960536,0,429.52,0.0,42.1,0.01,1,0.05,2.0,0.0,0.285,0.0,0,0.6,35.71159989,0.440299988,15310,0.029457901,0.932,6.56,201,0.27,1,15.82862398,0,0.0,1275.318366,-0.020479448,0.206896552,0.9892,0.04,1,0,0.2060904
